movie_name,genre,number_different_values
Blitzed,"[['Horror'], ['Biography, Drama']]",2
Blockade,"[['Drama, Romance, War'], ['Adventure'], ['Drama, Romance, War']]",2
Blocked,"[['Mystery'], ['Thriller'], ['Thriller']]",2
Blood Angel,"[['Horror, Sci-Fi'], ['Action, Drama, Horror'], ['Horror, Sci-Fi'], ['Action, Drama, Horror'], ['Action, Drama, Horror']]",2
Blood Bath,"[['Horror'], ['Horror'], ['Horror'], ['Action']]",2
Blood Bound,"[['Horror, Thriller'], ['Action, Horror'], ['Action, Horror'], ['Horror, Thriller']]",2
Black Dog,"[['Action, Crime, Drama'], ['Horror'], ['Horror'], ['Action, Crime, Drama'], ['Action, Crime, Drama']]",2
Black Diamond,"[['Action'], ['Thriller']]",2
Black Day,"[['Horror'], ['Action, Adventure, Drama'], ['Action, Adventure, Drama'], ['Action, Adventure, Drama']]",2
Bhoot,"[['Horror, Mystery, Thriller'], ['Horror, Thriller'], ['Horror, Mystery, Thriller'], ['Horror, Mystery, Thriller'], ['Horror, Thriller']]",2
Beyond the Universe,"[['Comedy, Drama, Romance'], ['Sci-Fi']]",2
Beyond the Woods,"[['Drama, Horror, Mystery'], ['Drama, Horror, Mystery'], ['Thriller']]",2
Bhadra,"[['Horror'], ['Action, Drama, Romance'], ['Action, Drama, Romance']]",2
Bhagam Bhag,"[['Action, Comedy, Crime'], ['Comedy, Drama, Mystery'], ['Action, Comedy, Crime'], ['Action, Comedy, Crime'], ['Comedy, Drama, Mystery']]",2
Bhagat Gora Kumbhar,"[['Drama, History'], ['Adventure, Drama, History'], ['Adventure, Drama, History']]",2
Bhagwan Shri Krishna,"[['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Fantasy'], ['Action, Adventure, Fantasy']]",2
Bhai,"[['Action, Drama'], ['Action, Comedy, Thriller'], ['Action, Comedy, Thriller']]",2
Bhai Bhai,"[['Action, Drama, Family'], ['Action, Drama, Family'], ['Action']]",2
Bhairavi,"[['Drama, Musical, Romance'], ['Action, Drama']]",2
Bhakta Potana,"[['Drama, History, Musical'], ['Biography, Drama']]",2
Bhala Chora Bhala,"[['Adventure, Drama, Thriller'], ['Adventure, Thriller'], ['Adventure, Drama, Thriller'], ['Adventure, Thriller']]",2
Bhale Ramudu,"[['Family'], ['Drama, Family']]",2
Bhalo Theko,"[['Drama, Romance'], ['Family']]",2
Bharathan,"[['Drama, Sci-Fi'], ['Action, Thriller'], ['Action, Thriller']]",2
Bharosa,"[['Comedy, Drama, Romance'], ['Adventure, Mystery'], ['Adventure, Mystery']]",2
Bhayaanak,"[['Action, Crime, Horror'], ['Action, Crime, Horror'], ['Horror'], ['Action, Crime, Horror']]",2
Bhayam,"[['Horror'], ['Horror, Thriller'], ['Horror, Thriller'], ['Horror, Thriller'], ['Horror, Thriller']]",2
Bhishma,"[['Drama, War'], ['Action, Thriller'], ['Action, Thriller']]",2
Bhola Shikar,"[['Action, Drama'], ['Action']]",2
Beyond the Sky,"[['Romance, Thriller'], ['Mystery, Sci-Fi, Thriller'], ['Mystery, Sci-Fi, Thriller'], ['Mystery, Sci-Fi, Thriller']]",2
Beyond the River,"[['Animation'], ['Drama, Sport']]",2
Beyond the Realm,"[['Horror'], ['Romance, Sci-Fi, Thriller'], ['Romance, Sci-Fi, Thriller'], ['Romance, Sci-Fi, Thriller']]",2
Beware,"[['Horror'], ['Music, Romance']]",2
Better the Devil You Know,"[['Comedy, Romance'], ['Comedy, Drama, Fantasy']]",2
Between,"[['Drama, Romance'], ['Drama, Mystery, Thriller'], ['Drama, Mystery, Thriller']]",2
Between Heaven and Earth,"[['Comedy, Drama, Thriller'], ['Biography']]",2
Between Wars,"[['Crime'], ['Drama, History, War'], ['Drama, History, War']]",2
Between Waves,"[['Adventure, Comedy, Drama'], ['Drama, Romance, Sci-Fi'], ['Adventure, Comedy, Drama'], ['Drama, Romance, Sci-Fi']]",2
Between the Lines,"[['Drama, Horror'], ['Comedy, Drama, Romance']]",2
Between the Walls,"[['Horror'], ['Thriller']]",2
Bewajah,"[['Romance'], ['Thriller']]",2
Bewilderment,"[['Drama, Mystery, Thriller'], ['Drama, Sci-Fi'], ['Drama, Mystery, Thriller']]",2
Beyond the Pecos,"[['Action, Drama, Music'], ['Action, Music, Romance']]",2
Beyond Borders,"[['Adventure, Drama, Romance'], ['Romance'], ['Adventure, Drama, Romance'], ['Adventure, Drama, Romance']]",2
Beyond Desire,"[['Action, Thriller'], ['Action, Thriller'], ['Thriller']]",2
Beyond Reason,"[['Action, Drama, Thriller'], ['Action, Drama, Thriller'], ['Thriller']]",2
Beyond Redemption,"[['Sci-Fi'], ['Action']]",2
Beyond Terror,"[['Crime, Horror'], ['Crime, Horror'], ['Horror']]",2
Beyond a Reasonable Doubt,"[['Crime, Drama, Mystery'], ['Crime, Drama, Film-Noir'], ['Crime, Drama, Film-Noir'], ['Crime, Drama, Mystery'], ['Crime, Drama, Mystery']]",2
Beyond the Border,"[['Adventure'], ['Action, Drama, War'], ['Action, Drama, War']]",2
Beyond the Pale,"[['Crime, Thriller'], ['Sci-Fi, Adventure'], ['Sci-Fi, Adventure'], ['Crime, Thriller']]",2
Bhool Bhulaiyaa,"[['Comedy, Horror, Mystery'], ['Romance'], ['Comedy, Horror, Mystery'], ['Comedy, Horror, Mystery']]",2
Bhoy,"[['Horror'], ['Thriller']]",2
Black Commando,"[['Action, Drama, Romance'], ['Action, Drama, Romance'], ['Action, Drama, Romance'], ['Action']]",2
Bickle,"[['Drama, Horror'], ['Thriller']]",2
Bipolar,"[['Mystery, Thriller'], ['Mystery, Thriller'], ['Drama, Thriller']]",2
Bir Varmis Bir Yokmus,"[['Drama, Music, Romance'], ['Adventure, Drama']]",2
Birakin yasayalim,"[['Drama, Romance'], ['Adventure, Romance'], ['Adventure, Romance']]",2
Bird of Prey,"[['Crime, Drama, Music'], ['Crime, Drama, Music'], ['Action'], ['Crime, Drama, Music']]",2
Bird's Eye,"[['Horror'], ['Comedy, Drama, Music'], ['Comedy, Drama, Music']]",2
Birds of Passage,"[['Crime, Drama'], ['Adventure, Thriller, Action'], ['Adventure, Thriller, Action'], ['Adventure, Thriller, Action'], ['Adventure, Thriller, Action']]",2
Bitch,"[['Adventure, Comedy, Drama'], ['Adventure, Comedy, Drama'], ['Adventure, Comedy, Drama'], ['Comedy, Drama, Thriller'], ['Adventure, Comedy, Drama']]",2
Bitches,"[['Action, Crime, Horror'], ['Action, Crime, Horror'], ['Drama, Family, Thriller'], ['Action, Crime, Horror'], ['Drama, Family, Thriller']]",2
Bits and Pieces,"[['Drama, Horror'], ['Horror']]",2
Bitter,"[['Comedy, Romance'], ['Action, Drama, Thriller'], ['Action, Drama, Thriller']]",2
Bitter Harvest,"[['Drama, History, Romance'], ['Drama, History, Romance'], ['Drama, History, Romance'], ['Action, Comedy, Thriller'], ['Action, Comedy, Thriller']]",2
Bitterroot,"[['Horror'], ['Thriller']]",2
Biyer Phul,"[['Drama, Musical, Romance'], ['Drama, Family, Romance'], ['Drama, Family, Romance']]",2
Black Angels,"[['Action, Drama'], ['Action, Thriller'], ['Action, Thriller']]",2
Black Belt,"[['Action, Drama, Sport'], ['Action, Drama']]",2
Black Cab,"[['Crime, Mystery, Thriller'], ['Crime, Mystery, Thriller'], ['Crime, Mystery, Thriller'], ['Thriller']]",2
Black Car,"[['Action'], ['Thriller']]",2
Black Christmas,"[['Horror, Mystery, Thriller'], ['Horror'], ['Horror, Mystery, Thriller'], ['Horror, Mystery, Thriller'], ['Horror, Mystery, Thriller'], ['Horror, Mystery, Thriller'], ['Horror, Mystery, Thriller']]",2
Black Coffee,"[['Comedy, Romance'], ['Mystery']]",2
Bionic Ninja,"[['Action, Adventure, Crime'], ['Action, Adventure, Crime'], ['Action, Adventure, Crime'], ['Action']]",2
Binhi,"[['Horror'], ['Drama, Romance']]",2
Bindiya,"[['Romance'], ['Drama, Family']]",2
Big Timber,"[['Action, Adventure, Drama'], ['Romance'], ['Action, Adventure, Drama'], ['Action, Adventure, Drama']]",2
Big Bad Wolves,"[['Drama, Horror, Thriller'], ['Drama, Horror, Thriller'], ['Thriller']]",2
Big Business,"[['Comedy, Crime'], ['Adventure, Comedy']]",2
Big City,"[['Drama, Music, Romance'], ['Adventure, Family, Western'], ['Adventure, Family, Western']]",2
Big City Blues,"[['Animation'], ['Action, Adventure, Comedy'], ['Action, Adventure, Comedy']]",2
Big Fish,"[['Adventure, Drama, Fantasy'], ['Adventure, Drama, Fantasy'], ['Adventure, Drama, Fantasy'], ['Action']]",2
Big Foot,"[['Adventure'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy']]",2
Big Jack,"[['Drama, Sport'], ['Adventure, Western']]",2
Big Mistake,"[['Crime, Thriller'], ['Crime'], ['Crime, Thriller']]",2
Big Town,"[['Crime, Drama'], ['Crime, Drama'], ['Adventure, Drama, Fantasy'], ['Adventure, Drama, Fantasy']]",2
Bindaas,"[['Action, Drama, Family'], ['Action, Comedy, Musical'], ['Action, Drama, Family']]",2
Big Trouble in Little China,"[['Action, Adventure, Comedy'], ['Action, Adventure, Comedy'], ['Action, Comedy, Fantasy'], ['Action, Adventure, Comedy'], ['Action, Comedy, Fantasy']]",2
Bigger,"[['Biography, Drama, Sport'], ['Adventure, Drama, Fantasy'], ['Adventure, Drama, Fantasy'], ['Biography, Drama, Sport']]",2
Bikkhov,"[['Action, Romance'], ['Action'], ['Action, Romance']]",2
Billboard,"[['Horror'], ['Thriller']]",2
Billi,"[['Horror'], ['Action']]",2
Billie,"[['Comedy, Family, Musical'], ['Comedy, Family, Musical'], ['Fantasy, Mystery'], ['Comedy, Family, Musical'], ['Fantasy, Mystery']]",2
Billy the Kid,"[['Biography, Drama, History'], ['Action, Western'], ['Biography, Drama, History']]",2
Bin defa ölürüm,"[['Action, Adventure, Drama'], ['Adventure, Drama'], ['Action, Adventure, Drama']]",2
Ghost in the Machine,"[['Horror, Sci-Fi, Thriller'], ['Horror, Sci-Fi, Thriller'], ['Horror, Sci-Fi, Thriller'], ['Biography']]",2
Ghost in the Shell,"[['Action, Crime, Drama'], ['Animation, Action, Crime'], ['Animation, Action, Crime'], ['Action, Crime, Drama'], ['Animation, Action, Crime'], ['Action, Crime, Drama'], ['Animation, Action, Crime'], ['Action, Crime, Drama'], ['Animation, Action, Crime'], ['Action, Crime, Drama'], ['Animation, Action, Crime']]",2
Ghost of Zorro,"[['Family, Western'], ['Action, Adventure, Western'], ['Action, Adventure, Western']]",2
Money Talks,"[['Action, Comedy, Crime'], ['Crime'], ['Action, Comedy, Crime'], ['Action, Comedy, Crime']]",2
Mongoose,"[['Drama, Horror'], ['Action, Comedy']]",2
Monica,"[['Biography, Drama, Thriller'], ['Thriller'], ['Biography, Drama, Thriller']]",2
Monique,"[['Comedy, Drama, Romance'], ['Comedy, Drama, Romance'], ['Thriller']]",2
Monitor,"[['Romance, Thriller'], ['Sci-Fi'], ['Romance, Thriller']]",2
Monkey Love,"[['Comedy, Romance'], ['Animation']]",2
Monochrome,"[['Drama, Horror, Thriller'], ['Drama, Thriller'], ['Drama, Horror, Thriller']]",2
Monopoly,"[['Crime, Mystery, Thriller'], ['Crime, Mystery, Thriller'], ['Adventure, Comedy'], ['Crime, Mystery, Thriller']]",2
Monsieur Beaucaire,"[['Adventure, Comedy, History'], ['Drama, Romance'], ['Adventure, Comedy, History'], ['Adventure, Comedy, History']]",2
Monster Hunt,"[['Adventure, Comedy, Fantasy'], ['Action, Comedy, Sci-Fi'], ['Adventure, Comedy, Fantasy'], ['Action, Comedy, Sci-Fi']]",2
Monster Hunter,"[['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action'], ['Action']]",2
Monster X,"[['Horror'], ['Action, Fantasy, Horror'], ['Action, Fantasy, Horror'], ['Action, Fantasy, Horror']]",2
Monsterland,"[['Comedy, Fantasy, Horror'], ['Family, Horror'], ['Family, Horror'], ['Comedy, Fantasy, Horror'], ['Comedy, Fantasy, Horror']]",2
Monstrous,"[['Horror, Mystery, Thriller'], ['Drama, Fantasy, Horror'], ['Horror, Mystery, Thriller'], ['Drama, Fantasy, Horror'], ['Drama, Fantasy, Horror'], ['Horror, Mystery, Thriller']]",2
Monstrum,"[['Action, Fantasy, Horror'], ['Comedy, Horror'], ['Comedy, Horror'], ['Action, Fantasy, Horror'], ['Action, Fantasy, Horror'], ['Action, Fantasy, Horror']]",2
Montage,"[['Crime, Mystery, Thriller'], ['Crime, Mystery, Thriller'], ['Crime, Mystery, Thriller'], ['Thriller']]",2
Monte Cristo,"[['Drama, Romance'], ['Adventure'], ['Adventure']]",2
Moon,"[['Drama, Mystery, Sci-Fi'], ['Drama, Mystery, Sci-Fi'], ['Thriller']]",2
Moon Child,"[['Fantasy, Sci-Fi'], ['Action, Drama, Sci-Fi'], ['Fantasy, Sci-Fi'], ['Action, Drama, Sci-Fi']]",2
Moon Garden,"[['Drama, Fantasy, Horror'], ['Drama, Horror, Thriller'], ['Drama, Fantasy, Horror'], ['Drama, Horror, Thriller']]",2
Money Tree,"[['Adventure, Drama, Fantasy'], ['Fantasy'], ['Adventure, Drama, Fantasy']]",2
Money Shot,"[['Crime'], ['Thriller']]",2
Mockingbird,"[['Horror, Thriller'], ['Horror, Thriller'], ['Adventure, Drama, Fantasy'], ['Adventure, Drama, Fantasy'], ['Adventure, Drama, Fantasy'], ['Adventure, Drama, Fantasy'], ['Horror, Thriller'], ['Adventure, Drama, Fantasy'], ['Horror, Thriller']]",2
Money Madness,"[['Crime, Drama'], ['Film-Noir, Mystery'], ['Film-Noir, Mystery']]",2
Modern Girls,"[['Crime, Drama'], ['Comedy, Drama, Romance']]",2
Moebius,"[['Mystery, Sci-Fi, Thriller'], ['Mystery, Sci-Fi, Thriller'], ['Drama, Thriller'], ['Mystery, Sci-Fi, Thriller']]",2
Moh,"[['Romance'], ['Thriller']]",2
Mohabbat,"[['Drama, Romance'], ['Romance']]",2
Mohabbat Aur Jung,"[['Action, Romance'], ['Action'], ['Action, Romance']]",2
Moksha,"[['Crime, Horror, Mystery'], ['Crime, Horror, Mystery'], ['Horror'], ['Crime, Horror, Mystery'], ['Crime, Horror, Mystery'], ['Crime, Horror, Mystery']]",2
Molière,"[['Biography, Drama, History'], ['Biography, Comedy'], ['Biography, Drama, History']]",2
Moloch,"[['Horror, Mystery'], ['Horror'], ['Horror, Mystery']]",2
Mom,"[['Crime, Drama, Thriller'], ['Comedy, Fantasy, Horror'], ['Comedy, Fantasy, Horror'], ['Crime, Drama, Thriller']]",2
Moments of Love,"[['Romance'], ['Drama, Fantasy, Romance'], ['Drama, Fantasy, Romance']]",2
Mon Kharap,"[['Crime'], ['Thriller']]",2
Mon Mane Na,"[['Action, Comedy, Drama'], ['Romance'], ['Action, Comedy, Drama']]",2
Mona Lisa,"[['Crime, Drama, Romance'], ['Crime, Drama, Romance'], ['Thriller']]",2
Monagadu,"[['Crime, Drama'], ['Action, Romance'], ['Action, Romance']]",2
Monday,"[['Action, Comedy, Crime'], ['Drama, Romance'], ['Action, Comedy, Crime'], ['Action, Comedy, Crime']]",2
Monday Morning,"[['Comedy, Drama, Romance'], ['Drama, Thriller']]",2
Moner Manush,"[['Romance'], ['Biography']]",2
Money Back Guarantee,"[['Action, Comedy, Thriller'], ['Action, Comedy, Thriller'], ['Drama, Thriller']]",2
Money Fight,"[['Action, Comedy, Drama'], ['Action, Drama'], ['Action, Comedy, Drama'], ['Action, Comedy, Drama']]",2
Moon Man,"[['Animation, Sci-Fi'], ['Comedy, Sci-Fi'], ['Animation, Sci-Fi']]",2
Moonfall,"[['Action, Adventure, Sci-Fi'], ['Action, Adventure, Sci-Fi'], ['Sci-Fi, Thriller'], ['Action, Adventure, Sci-Fi'], ['Sci-Fi, Thriller']]",2
Moonfire,"[['Action, Adventure, Drama'], ['Action, Adventure, Drama'], ['Drama, Thriller']]",2
Moonlight,"[['Horror'], ['Thriller']]",2
Mother Nature,"[['Horror'], ['Horror'], ['Drama, Thriller']]",2
Mother Trucker,"[['Action, Thriller'], ['Action'], ['Action, Thriller']]",2
Mother and Daughter,"[['Drama, Romance'], ['Drama, Fantasy']]",2
Mother of Mine,"[['Horror'], ['Drama, War']]",2
Mothers,"[['Horror'], ['Drama, Mystery']]",2
Mothers' Instinct,"[['Drama, Mystery, Thriller'], ['Thriller'], ['Drama, Mystery, Thriller']]",2
Mothman,"[['Drama, Horror, Mystery'], ['Comedy, Drama, Horror'], ['Drama, Horror, Mystery'], ['Comedy, Drama, Horror'], ['Drama, Horror, Mystery']]",2
Moulin Rouge,"[['Biography, Drama, Music'], ['Comedy, Music, Musical'], ['Biography, Drama, Music']]",2
Mountain Madness,"[['Drama, Crime'], ['Thriller']]",2
Mountain of the Moon,"[['Action, Adventure, Mystery'], ['Action, Adventure, Mystery'], ['Adventure, Drama'], ['Action, Adventure, Mystery']]",2
Move On,"[['Drama, Romance, Sci-Fi'], ['Drama, Romance, Sci-Fi'], ['Action, Drama, Thriller'], ['Action, Drama, Thriller']]",2
Moving Targets,"[['Crime, Thriller'], ['Action'], ['Crime, Thriller']]",2
Moya zhizn,"[['Drama, History'], ['Drama, Romance']]",2
Mr. & Mrs. Smith,"[['Action, Comedy, Crime'], ['Comedy, Romance'], ['Action, Comedy, Crime'], ['Action, Comedy, Crime']]",2
Mr. Bones,"[['Drama, Family, Romance'], ['Comedy, Family'], ['Drama, Family, Romance']]",2
Mr. District Attorney,"[['Crime, Drama, Film-Noir'], ['Comedy, Crime, Drama'], ['Crime, Drama, Film-Noir']]",2
Mr. India,"[['Comedy, Crime, Drama'], ['Action, Comedy, Drama'], ['Action, Comedy, Drama'], ['Action, Comedy, Drama']]",2
Mr. Lucky,"[['Comedy, Crime, Romance'], ['Comedy, Crime, Romance'], ['Comedy, Drama, Romance']]",2
Mr. Toad's Wild Ride,"[['Adventure, Comedy, Family'], ['Animation, Family'], ['Animation, Family'], ['Adventure, Comedy, Family'], ['Adventure, Comedy, Family']]",2
Mother Land,"[['Horror, Thriller'], ['Animation, Fantasy'], ['Animation, Fantasy'], ['Horror, Thriller']]",2
Mother Knows Best,"[['Drama, Music, Romance'], ['Comedy, Family']]",2
Moth,"[['Drama, Horror, Mystery'], ['Action, Drama, Horror'], ['Drama, Horror, Mystery'], ['Action, Drama, Horror']]",2
Morgue,"[['Horror, Thriller'], ['Drama, Horror'], ['Horror, Thriller']]",2
'Twas the Night Before Christmas,"[['Comedy, Family'], ['Adventure']]",2
Moonshine,"[['Comedy, Drama, Horror'], ['Drama, Romance, Thriller'], ['Drama, Romance, Thriller']]",2
Moonshot,"[['Comedy, Romance, Sci-Fi'], ['Comedy, Romance, Sci-Fi'], ['Action']]",2
Moonstruck,"[['Comedy, Drama, Romance'], ['Drama, Romance, Thriller'], ['Drama, Romance, Thriller']]",2
More Than Blue,"[['Romance'], ['Drama, Romance']]",2
More Than Friends,"[['Drama, Romance'], ['Comedy, Romance']]",2
More to Love,"[['Comedy, Romance'], ['Romance']]",2
Morella,"[['Drama, Fantasy, Horror'], ['Sci-Fi, Thriller'], ['Drama, Fantasy, Horror'], ['Drama, Fantasy, Horror'], ['Sci-Fi, Thriller'], ['Drama, Fantasy, Horror']]",2
Morning,"[['Drama, Sci-Fi'], ['Thriller']]",2
Mosul,"[['Action, Drama, War'], ['War'], ['Action, Drama, War']]",2
Morning Glory,"[['Comedy, Drama, Romance'], ['Drama, Music, Romance']]",2
Morocco,"[['Drama, Romance'], ['Drama, Mystery']]",2
Mortal Remains,"[['Horror, Mystery, Thriller'], ['Horror'], ['Horror'], ['Horror, Mystery, Thriller'], ['Horror, Mystery, Thriller']]",2
Mortem,"[['Crime, Drama'], ['Mystery, Thriller'], ['Mystery, Thriller']]",2
Mortified,"[['Crime, Fantasy'], ['Horror'], ['Crime, Fantasy']]",2
Moscow Heat,"[['Action, Drama'], ['Action']]",2
Moss,"[['Crime, Drama, Mystery'], ['Adventure, Drama, Romance'], ['Crime, Drama, Mystery'], ['Adventure, Drama, Romance'], ['Crime, Drama, Mystery']]",2
Mossad,"[['Action, Comedy'], ['Thriller']]",2
Model Citizen,"[['Sci-Fi'], ['Thriller']]",2
Mockery,"[['Horror'], ['Drama, Romance']]",2
Mrigaya,"[['Adventure, Drama'], ['Thriller']]",2
Mexicali,"[['Adventure'], ['Thriller']]",2
Michel Strogoff,"[['Animation'], ['Adventure'], ['Adventure']]",2
Midaregami,"[['Drama, Romance'], ['Romance']]",2
Middle Man,"[['Comedy, Crime, Drama'], ['Action, Crime, Drama'], ['Action, Crime, Drama'], ['Comedy, Crime, Drama']]",2
Middle Men,"[['Comedy, Crime, Drama'], ['Action, Comedy, Crime'], ['Action, Comedy, Crime']]",2
Middleground,"[['Drama, Romance'], ['Action, Sci-Fi, War'], ['Action, Sci-Fi, War'], ['Action, Sci-Fi, War']]",2
Midnight Cabaret,"[['Action, Crime, Drama'], ['Horror'], ['Action, Crime, Drama']]",2
Midnight City,"[['Crime'], ['Horror']]",2
Midnight Dreamers,"[['Fantasy, Romance'], ['Sci-Fi'], ['Fantasy, Romance']]",2
Midnight Heat,"[['Crime, Drama, Thriller'], ['Mystery, Thriller'], ['Mystery, Thriller'], ['Crime, Drama, Thriller']]",2
Midnight Madness,"[['Drama, Music, Romance'], ['Mystery']]",2
Midnight Man,"[['Action, Crime, Drama'], ['Horror'], ['Action, Crime, Drama'], ['Action, Crime, Drama']]",2
Midnight Party,"[['Drama, Comedy, Crime'], ['Crime, Drama']]",2
Midnight Show,"[['Action, Crime, Horror'], ['Action, Crime, Horror'], ['Action, Crime, Horror'], ['Fantasy'], ['Action, Crime, Horror'], ['Action, Crime, Horror']]",2
Midnight Taxi,"[['Crime, Drama'], ['Horror, Mystery'], ['Horror, Mystery']]",2
Midnight Zone,"[['Horror'], ['Fantasy']]",2
Midnight in Paris,"[['Crime, Drama, Mystery'], ['Comedy, Fantasy, Romance'], ['Crime, Drama, Mystery'], ['Comedy, Fantasy, Romance'], ['Crime, Drama, Mystery']]",2
Mighty Joe Young,"[['Action, Adventure, Family'], ['Action, Adventure, Family'], ['Adventure, Drama, Fantasy'], ['Adventure, Drama, Fantasy'], ['Action, Adventure, Family'], ['Adventure, Drama, Fantasy'], ['Action, Adventure, Family'], ['Action, Adventure, Family']]",2
Migrants,"[['Adventure, Drama'], ['Action, Sci-Fi, Thriller'], ['Action, Sci-Fi, Thriller'], ['Action, Sci-Fi, Thriller']]",2
Migration,"[['Adventure, Crime, Drama'], ['Animation, Adventure, Comedy'], ['Animation, Adventure, Comedy'], ['Animation, Adventure, Comedy'], ['Adventure, Crime, Drama']]",2
Miao Miao,"[['Comedy, Drama, Romance'], ['Drama, Family']]",2
Metropolitan,"[['Comedy, Drama, Romance'], ['Drama, Musical, Romance']]",2
Mobsters,"[['Crime, Drama'], ['Crime']]",2
Methuselah,"[['Horror'], ['Action, Adventure'], ['Action, Adventure']]",2
Mercury Retrograde,"[['Horror, Thriller'], ['Action'], ['Horror, Thriller']]",2
Mercy Road,"[['Action'], ['Thriller']]",2
Mere Jeevan Saathi,"[['Drama, Music, Romance'], ['Drama, Adventure, Action'], ['Drama, Adventure, Action'], ['Drama, Adventure, Action']]",2
Merge,"[['Drama, Sci-Fi'], ['Thriller']]",2
Meri Adaalat,"[['Action, Thriller'], ['Action'], ['Action, Thriller']]",2
Mermaids,"[['Horror, Thriller'], ['Comedy, Drama, Romance'], ['Horror, Thriller']]",2
Merry Christmas,"[['Comedy, Romance'], ['Thriller']]",2
Message Man,"[['Action, Crime, Thriller'], ['Action, Crime, Thriller'], ['Action'], ['Action, Crime, Thriller']]",2
Message in a Bottle,"[['Drama, Romance'], ['Adventure']]",2
Messenger,"[['Crime, Drama, Mystery'], ['Crime, Drama, Mystery'], ['Sci-Fi']]",2
Messengers,"[['Action, Drama, Romance'], ['Drama, Mystery, Sci-Fi'], ['Drama, Mystery, Sci-Fi'], ['Action, Drama, Romance'], ['Drama, Mystery, Sci-Fi']]",2
Messi,"[['Sport'], ['Biography, Drama, Sport'], ['Biography, Drama, Sport']]",2
Messiah,"[['Action, Horror, Sci-Fi'], ['Action, Horror, Sci-Fi'], ['Action, Fantasy, War'], ['Action, Fantasy, War'], ['Action, Fantasy, War'], ['Action, Horror, Sci-Fi'], ['Action, Horror, Sci-Fi']]",2
Mesthri,"[['Romance'], ['Action, Drama']]",2
Metal,"[['Drama, Sci-Fi'], ['Sci-Fi']]",2
Metamorphoses,"[['Animation, Fantasy'], ['Drama, Fantasy'], ['Animation, Fantasy']]",2
Metempsychosis,"[['Horror'], ['Mystery']]",2
Meteor,"[['Action, Drama, Sci-Fi'], ['Action, Sci-Fi, Thriller'], ['Action, Drama, Sci-Fi'], ['Action, Sci-Fi, Thriller'], ['Action, Drama, Sci-Fi'], ['Action, Sci-Fi, Thriller']]",2
Methodic,"[['Action, Drama, Horror'], ['Horror'], ['Action, Drama, Horror'], ['Action, Drama, Horror']]",2
Mika,"[['Drama, Romance'], ['Action, Thriller'], ['Action, Thriller']]",2
Milarepa,"[['Action, Adventure, Biography'], ['Adventure'], ['Action, Adventure, Biography'], ['Action, Adventure, Biography']]",2
Miles,"[['Romance'], ['Comedy, Drama, Family'], ['Comedy, Drama, Family']]",2
Miles Away,"[['Adventure, Drama, Fantasy'], ['Drama, Music, Romance'], ['Drama, Music, Romance'], ['Adventure, Drama, Fantasy'], ['Adventure, Drama, Fantasy']]",2
Misguided,"[['Action, Crime, Drama'], ['Action, Crime, Drama'], ['Action, Crime, Drama'], ['Thriller']]",2
Miss,"[['Comedy, Romance'], ['Thriller']]",2
Miss 420,"[['Action, Romance, Thriller'], ['Family'], ['Action, Romance, Thriller'], ['Action, Romance, Thriller']]",2
Miss Congeniality,"[['Action, Comedy, Crime'], ['Action, Comedy, Crime'], ['Action, Comedy, Crime'], ['Action, Comedy']]",2
Miss Koala's Class: It's Mother's Day,"[['Family'], ['Animation']]",2
Miss Nobody,"[['Comedy, Crime'], ['Adventure, Drama']]",2
Missed Connections,"[['Comedy, Family, Romance'], ['Comedy, Romance'], ['Comedy, Romance'], ['Comedy, Family, Romance']]",2
Missing Boy,"[['Adventure, Drama, Family'], ['Adventure, Drama, Family'], ['Biography']]",2
Missing Persons,"[['Action, Adventure, Animation'], ['Action, Adventure, Animation'], ['Action, Adventure, Animation'], ['Action, Adventure, Animation'], ['Action'], ['Action, Adventure, Animation']]",2
Missing You,"[['Crime, Thriller'], ['Comedy, Romance'], ['Crime, Thriller']]",2
Mission Possible,"[['Action, Comedy, Crime'], ['Adventure, Comedy, Family'], ['Adventure, Comedy, Family'], ['Action, Comedy, Crime']]",2
Missy,"[['Drama, Sci-Fi'], ['Thriller']]",2
Mistik,"[['Drama, Horror, Mystery'], ['Comedy, Romance'], ['Drama, Horror, Mystery']]",2
Mistress,"[['Crime, Drama'], ['Romance, Thriller'], ['Romance, Thriller']]",2
Mixed Blood,"[['Action, Drama'], ['Drama, Thriller']]",2
Miyuki,"[['Horror'], ['Drama, Romance']]",2
Mo,"[['Comedy, Horror'], ['Comedy, Drama, Family'], ['Comedy, Drama, Family']]",2
Mob Cops,"[['Crime'], ['Crime, Drama']]",2
Mob Town,"[['Crime, Drama'], ['Action, Comedy, Crime'], ['Action, Comedy, Crime']]",2
Misery Loves Company,"[['Drama, Romance'], ['Fantasy, Mystery'], ['Fantasy, Mystery']]",2
Misery,"[['Drama, History'], ['Drama, Thriller']]",2
Misdirection,"[['Drama, Mystery, Thriller'], ['Thriller'], ['Drama, Mystery, Thriller']]",2
Minah Moto,"[['Action, Comedy, Romance'], ['Action, Comedy']]",2
