movie_name,genre,number_different_values
Ashes,"[['Crime, Drama'], ['Action, Crime, Drama'], ['Horror, Sci-Fi, Thriller'], ['Comedy, Horror'], ['Drama, Family'], ['Drama, Mystery, Thriller'], ['Adventure'], ['Horror, Sci-Fi, Thriller'], ['Sci-Fi'], ['Action, Crime, Drama'], ['Drama, Mystery, Thriller'], ['Horror, Sci-Fi, Thriller'], ['Drama, Thriller']]",9
Parallel,"[['Fantasy, Horror, Sci-Fi'], ['Drama, Mystery, Sci-Fi'], ['Drama, Mystery'], ['Drama, Mystery, Sci-Fi'], ['Drama, Sci-Fi, Thriller'], ['Action, Sci-Fi, Thriller'], ['Drama, Sci-Fi'], ['Fantasy, Horror, Sci-Fi'], ['Sci-Fi'], ['Sci-Fi'], ['Fantasy, Horror, Sci-Fi'], ['Comedy, Drama, Fantasy'], ['Action, Sci-Fi, Thriller'], ['Drama, Mystery, Sci-Fi'], ['Drama, Sci-Fi, Thriller'], ['Action, Sci-Fi, Thriller'], ['Thriller']]",9
Delirium,"[['Crime, Mystery, Thriller'], ['Horror, Mystery, Thriller'], ['Horror, Thriller'], ['Horror, Thriller'], ['Horror'], ['Drama, Horror, Thriller'], ['Drama, Horror, Sci-Fi'], ['Horror'], ['Horror, Mystery, Thriller'], ['Crime, Mystery, Thriller'], ['Drama, Mystery, Thriller'], ['Drama, Horror, Sci-Fi'], ['Drama, Mystery, Thriller'], ['Horror, Mystery, Thriller'], ['Horror, Thriller'], ['Horror, Thriller'], ['Thriller'], ['Crime, Mystery, Thriller'], ['Drama, Horror, Thriller'], ['Drama, Mystery, Thriller'], ['Thriller'], ['Drama, Thriller']]",9
Obsession,"[['Crime, Drama, Romance'], ['Crime, Drama'], ['Crime, Drama, Romance'], ['Crime, Drama, Romance'], ['Drama, Music, Romance'], ['Crime, Drama, Romance'], ['Drama, Romance, Thriller'], ['Drama, Romance'], ['Crime, Film-Noir, Thriller'], ['Drama, Mystery, Thriller'], ['Comedy, Drama, Fantasy'], ['Drama, Mystery, Thriller'], ['Thriller'], ['Thriller'], ['Thriller'], ['Thriller'], ['Thriller'], ['Thriller'], ['Drama, Romance, Thriller']]",9
Paranoia,"[['Horror'], ['Horror'], ['Horror, Mystery, Thriller'], ['Drama, Romance, Thriller'], ['Drama, Mystery, Thriller'], ['Horror, Mystery, Thriller'], ['Mystery'], ['Fantasy'], ['Action'], ['Drama, Thriller'], ['Drama, Romance, Thriller'], ['Drama, Mystery, Thriller'], ['Drama, Thriller'], ['Thriller'], ['Horror, Mystery, Thriller']]",9
The Raven,"[['Crime, Mystery, Thriller'], ['Crime, Horror'], ['Crime'], ['Comedy, Fantasy, Horror'], ['Crime, Horror'], ['Horror, Mystery, Romance'], ['Horror'], ['Horror'], ['Drama, History, Mystery'], ['Horror, Mystery, Romance'], ['Crime, Mystery, Thriller'], ['Horror, Mystery, Romance'], ['Drama, History, Mystery'], ['Action, Sci-Fi, Thriller'], ['Comedy, Fantasy, Horror'], ['Drama, History, Mystery'], ['Action, Sci-Fi, Thriller'], ['Crime, Mystery, Thriller'], ['Action, Sci-Fi, Thriller'], ['Biography, Drama']]",9
Beauty and the Beast,"[['Fantasy, Horror, Mystery'], ['Family, Fantasy, Horror'], ['Adventure, Family, Fantasy'], ['Animation, Family, Fantasy'], ['Drama, Family, Fantasy'], ['Drama, Fantasy, Romance'], ['Drama, Fantasy, Romance'], ['Fantasy, Horror, Mystery'], ['Family, Fantasy, Horror'], ['Romance'], ['Comedy, Drama, Family'], ['Adventure, Family, Fantasy'], ['Animation, Family, Fantasy'], ['Drama, Family, Fantasy'], ['Family, Fantasy, Musical'], ['Family, Fantasy, Horror'], ['Family, Fantasy, Musical'], ['Comedy, Drama, Family'], ['Animation, Family, Fantasy'], ['Fantasy, Horror, Mystery'], ['Adventure, Family, Fantasy'], ['Adventure, Family, Fantasy'], ['Animation, Family, Fantasy'], ['Drama, Family, Fantasy'], ['Drama, Fantasy, Romance'], ['Drama, Fantasy, Romance'], ['Fantasy, Horror, Mystery'], ['Family, Fantasy, Musical'], ['Family, Fantasy, Horror'], ['Family, Fantasy, Musical'], ['Comedy, Drama, Family'], ['Drama, Family, Fantasy']]",9
Black,"[['Action, Crime, Drama'], ['Action, Crime, Drama'], ['Action, Thriller, Crime'], ['Action, Crime, Drama'], ['Crime, Thriller'], ['Action, Crime, Drama'], ['Fantasy, Mystery'], ['Action, Mystery, Thriller'], ['Action, Sci-Fi, Thriller'], ['Sci-Fi'], ['Fantasy, Mystery'], ['Action, Crime, Drama'], ['Action, Thriller'], ['Action, Crime, Drama'], ['Action, Thriller, Crime'], ['Action'], ['Action'], ['Action'], ['Action, Mystery, Thriller'], ['Action, Sci-Fi, Thriller'], ['Action, Crime, Drama'], ['Action, Thriller'], ['Action, Crime, Drama'], ['Action, Thriller, Crime'], ['Action, Mystery, Thriller'], ['Action, Sci-Fi, Thriller'], ['Crime, Thriller']]",9
Storm,"[['Horror'], ['Drama, Romance'], ['Drama, Family'], ['Drama, Mystery'], ['Drama, Fantasy, Mystery'], ['Drama, Fantasy, Mystery'], ['Drama, War'], ['Action, Comedy, Thriller'], ['Action'], ['Drama, Fantasy, Mystery'], ['Action, Comedy, Thriller'], ['Biography, Thriller'], ['Biography, Thriller']]",9
Black Cat,"[['Action, Crime, Drama'], ['Comedy, Crime, Drama'], ['Action, Comedy, Crime'], ['Drama, Horror'], ['Horror'], ['Horror, Thriller'], ['Action, Crime, Drama'], ['Action, Thriller, Mystery'], ['Comedy, Crime, Drama'], ['Action, Comedy, Crime'], ['Action, Crime, Drama'], ['Action, Thriller, Mystery'], ['Action, Thriller'], ['Action, Comedy, Crime'], ['Action, Crime, Drama'], ['Action, Thriller, Mystery'], ['Thriller'], ['Action, Thriller'], ['Horror, Thriller']]",9
Black Ice,"[['Action, Crime, Sport'], ['Crime, Thriller'], ['History'], ['Action, Crime, Sport'], ['Sport'], ['Sport'], ['Adventure'], ['Action, Crime, Sport'], ['Action, Thriller'], ['Action'], ['Crime, Thriller'], ['Drama, Thriller'], ['Action, Thriller'], ['Thriller']]",9
Ice,"[['Action, Crime'], ['Drama, Musical, Romance'], ['Animation, Drama, Fantasy'], ['Adventure'], ['Drama, Sci-Fi'], ['Animation, Drama, Fantasy'], ['Sci-Fi'], ['Sci-Fi, Thriller'], ['Animation, Drama, Fantasy'], ['Action, Crime'], ['Action'], ['Thriller'], ['Sci-Fi, Thriller'], ['Thriller']]",9
Detour,"[['Crime, Drama, Film-Noir'], ['Crime, Drama, Mystery'], ['Crime, Drama, Mystery'], ['Crime, Mystery, Thriller'], ['Horror, Romance, Thriller'], ['Horror'], ['Horror, Romance, Thriller'], ['Drama, Romance'], ['Crime, Drama, Film-Noir'], ['Crime, Drama, Mystery'], ['Crime, Drama, Mystery'], ['Crime, Mystery, Thriller'], ['Drama, War'], ['Action, Thriller'], ['Action, Thriller'], ['Horror, Romance, Thriller'], ['Crime, Drama, Mystery'], ['Thriller'], ['Thriller'], ['Crime, Mystery, Thriller']]",9
Resurrection,"[['Crime, Drama, Horror'], ['Crime, Drama, Horror'], ['Crime, Horror'], ['Crime, Drama, Horror'], ['Crime, Drama, Horror'], ['Horror, Mystery'], ['Crime, Horror'], ['Horror'], ['Horror, Mystery, Thriller'], ['Biography, Drama, History'], ['Drama, Romance'], ['Crime, Drama, Horror'], ['Crime, Drama, Horror'], ['Horror, Mystery'], ['Horror, Mystery, Thriller'], ['Drama, Sci-Fi'], ['Drama, Fantasy'], ['Crime, Drama, Horror'], ['Crime, Drama, Horror'], ['Horror, Mystery, Thriller'], ['Biography, Drama, History']]",9
Impulse,"[['Crime, Drama, Thriller'], ['Crime, Drama, Mystery'], ['Horror, Mystery, Sci-Fi'], ['Horror, Thriller'], ['Drama, Horror'], ['Horror, Mystery, Sci-Fi'], ['Crime, Drama, Mystery'], ['Action, Adventure, Sci-Fi'], ['Horror, Mystery, Sci-Fi'], ['Action, Adventure, Sci-Fi'], ['Action, Adventure, Sci-Fi'], ['Action'], ['Horror, Mystery, Sci-Fi'], ['Crime, Drama, Thriller'], ['Horror, Thriller'], ['Thriller'], ['Drama, Thriller']]",9
Mother,"[['Crime, Drama, Mystery'], ['Drama, Horror, Thriller'], ['Horror'], ['Horror'], ['Horror'], ['Drama, Mystery, Romance'], ['Comedy, Drama, Family'], ['Crime, Drama, Mystery'], ['Comedy, Drama, Family'], ['Comedy, Drama, Family'], ['Action, Comedy'], ['Action, Drama'], ['Crime, Drama, Mystery'], ['Drama, Thriller'], ['Drama, Thriller'], ['Drama, Horror, Thriller'], ['Drama, Thriller'], ['Thriller'], ['Thriller'], ['Thriller']]",9
Faces,"[['Crime, Fantasy, Mystery'], ['Horror, Thriller'], ['Comedy, Drama, Horror'], ['Romance, Drama'], ['Crime, Fantasy, Mystery'], ['Sci-Fi, Thriller'], ['Sci-Fi'], ['Crime, Fantasy, Mystery'], ['Action'], ['Horror, Thriller'], ['Thriller'], ['Drama, Thriller'], ['Sci-Fi, Thriller']]",9
Awakening,"[['Fantasy, Horror, Thriller'], ['Comedy, Horror'], ['Drama, Horror'], ['Romance'], ['Drama, Mystery'], ['Action, Adventure, Fantasy'], ['Fantasy, Horror, Thriller'], ['Action, Adventure, Fantasy'], ['Drama, War'], ['Action, Drama'], ['Action, Adventure, Fantasy'], ['Fantasy, Horror, Thriller'], ['Thriller']]",9
Robin Hood,"[['Action, Adventure, Drama'], ['Action, Adventure, History'], ['Animation, Adventure, Comedy'], ['Action, Adventure, Drama'], ['Adventure, Family, Romance'], ['Adventure, Comedy, Family'], ['Animation, Adventure, Comedy'], ['Adventure, Family, Romance'], ['Adventure, Comedy, Family'], ['Animation, Adventure, Comedy'], ['Animation'], ['Action, Adventure, Drama'], ['Action, Adventure, Drama'], ['Animation, Adventure, Comedy'], ['Action, Adventure, Drama'], ['Adventure, Family, Romance'], ['Adventure, Comedy, Family'], ['Adventure'], ['Action, Adventure, History'], ['Action, Adventure, Drama'], ['Action, Adventure, Drama'], ['Action, Adventure, Drama'], ['Action, Drama'], ['Action'], ['Action, Adventure, History'], ['Action'], ['Action, Adventure, Drama']]",9
Bloodline,"[['Crime, Horror, Thriller'], ['Crime, Drama, Mystery'], ['Crime, Horror, Thriller'], ['Horror'], ['Horror'], ['Horror'], ['Action, Drama, Horror'], ['Action, Horror, Sci-Fi'], ['Horror, Thriller'], ['Horror'], ['Crime, Drama, Mystery'], ['Crime, Drama, Mystery'], ['Mystery'], ['Sci-Fi'], ['Action, Horror, Sci-Fi'], ['Action, Drama, Horror'], ['Action, Horror, Sci-Fi'], ['Crime, Horror, Thriller'], ['Crime, Drama, Mystery'], ['Thriller'], ['Horror, Thriller']]",9
Torment,"[['Crime, Drama, Thriller'], ['Crime, Horror'], ['Crime, Drama'], ['Horror, Thriller'], ['Crime, Horror'], ['Horror'], ['Horror, Thriller'], ['Horror'], ['Horror'], ['Drama, Romance'], ['Drama, Fantasy, Romance'], ['Mystery'], ['Drama, Fantasy, Romance'], ['Crime, Drama, Thriller'], ['Horror, Thriller'], ['Thriller'], ['Horror, Thriller'], ['Thriller']]",9
Vanished,"[['Horror, Mystery, Sci-Fi'], ['Horror, Thriller'], ['Horror'], ['Drama, Romance'], ['Mystery, Thriller'], ['Horror, Mystery, Sci-Fi'], ['Adventure, Drama'], ['Horror, Mystery, Sci-Fi'], ['Sci-Fi'], ['Action'], ['Action'], ['Action'], ['Mystery, Thriller'], ['Thriller'], ['Horror, Thriller'], ['Thriller'], ['Thriller']]",9
Phoenix,"[['Crime, Drama'], ['Horror'], ['Drama, History, Music'], ['Drama, History, Music'], ['Drama, Romance'], ['Drama, Romance'], ['Fantasy, Romance, Sci-Fi'], ['Sci-Fi'], ['Action, Sci-Fi, Thriller'], ['Fantasy, Romance, Sci-Fi'], ['Sci-Fi'], ['Fantasy, Romance, Sci-Fi'], ['Action'], ['Action, Sci-Fi, Thriller'], ['Action'], ['Action, Sci-Fi, Thriller'], ['Drama, Thriller']]",9
Haunted,"[['Crime, Drama, Horror'], ['Crime, Horror, Mystery'], ['Drama, Horror'], ['Horror, Thriller'], ['Horror, Thriller'], ['Crime, Drama, Horror'], ['Horror'], ['Horror'], ['Thriller, Mystery, Horror'], ['Horror'], ['Horror'], ['Comedy, Horror'], ['Horror, Thriller'], ['Horror'], ['Crime, Horror, Mystery'], ['Horror, Mystery, Thriller'], ['Horror'], ['Thriller, Mystery, Horror'], ['Crime, Horror, Mystery'], ['Horror, Mystery, Thriller'], ['Horror, Thriller'], ['Horror, Thriller'], ['Crime, Drama, Horror'], ['Thriller, Mystery, Horror'], ['Horror, Thriller'], ['Thriller'], ['Horror, Mystery, Thriller']]",9
Samson,"[['Action, Crime, Drama'], ['Drama, Romance, War'], ['Action, Crime, Drama'], ['Drama, Romance'], ['Action, Adventure'], ['Action, Adventure, Fantasy'], ['Adventure, Drama, Sci-Fi'], ['Adventure, Drama, Sci-Fi'], ['Action, Adventure, Fantasy'], ['Drama, Romance, War'], ['Action, Drama'], ['Action, Adventure'], ['Action, Adventure, Fantasy'], ['Action, Crime, Drama'], ['Action'], ['Action'], ['Comedy, Thriller']]",9
Enigma,"[['Crime, Drama, Horror'], ['Crime, Mystery'], ['Crime'], ['Crime, Drama, Horror'], ['Horror'], ['Drama, Mystery, Romance'], ['Drama, Family, Romance'], ['Drama, Family, Romance'], ['Drama, Mystery, Romance'], ['Crime, Drama, Horror'], ['Crime, Mystery'], ['Action, Adventure, Thriller'], ['Drama, Mystery, Romance'], ['Action, Adventure, Thriller'], ['Drama, Mystery, Romance'], ['Drama, Thriller'], ['Crime, Drama, Horror'], ['Action, Adventure, Thriller'], ['Thriller'], ['Thriller']]",9
Adrenaline,"[['Crime, Drama, Romance'], ['Action, Crime, Drama'], ['Horror'], ['Horror, Thriller'], ['Crime, Drama, Romance'], ['Drama, Sport'], ['Action, Adventure, Drama'], ['Action, Crime, Drama'], ['Action'], ['Action, Thriller'], ['Action, Crime, Drama'], ['Action, Adventure, Drama'], ['Action, Thriller'], ['Horror, Thriller'], ['Thriller'], ['Action, Crime, Drama'], ['Thriller']]",9
Bluebeard,"[['Crime, Drama, Thriller'], ['Crime, Horror, Thriller'], ['Biography, Crime, Drama'], ['Crime, Horror, Thriller'], ['Horror'], ['Horror, Thriller'], ['Biography, Crime, Drama'], ['Drama, Fantasy, Romance'], ['Adventure, Comedy'], ['Drama, Fantasy, Romance'], ['Comedy, Fantasy'], ['Crime, Drama, Thriller'], ['Crime, Horror, Thriller'], ['Thriller'], ['Horror, Thriller'], ['Biography, Crime, Drama']]",9
Angels,"[['Crime, Drama, Mystery'], ['Crime'], ['Action, Adventure, Crime'], ['Mystery'], ['Crime, Drama, Mystery'], ['Action, Adventure, Crime'], ['Action, Adventure, Crime'], ['Adventure'], ['Comedy, Drama, Sci-Fi'], ['Comedy, Fantasy'], ['Drama, Action'], ['Action, Adventure, Crime'], ['Crime, Drama, Mystery'], ['Thriller']]",9
The Harvest,"[['Crime, Thriller'], ['Crime, Horror'], ['Horror, Thriller'], ['Horror'], ['Crime, Horror'], ['Comedy, Horror, Thriller'], ['Drama, Mystery, Thriller'], ['Drama, Mystery, Thriller'], ['Action, Adventure'], ['Sci-Fi'], ['Sci-Fi'], ['Action, Adventure'], ['Drama, Mystery, Thriller'], ['Crime, Thriller'], ['Thriller'], ['Horror, Thriller'], ['Drama, Mystery, Thriller'], ['Thriller'], ['Comedy, Horror, Thriller']]",9
The Hunter,"[['Action, Biography, Comedy'], ['Crime, Drama, Mystery'], ['Crime, Thriller'], ['Horror, Thriller'], ['Crime, Drama, Mystery'], ['Drama, Fantasy, Mystery'], ['Adventure, Drama, Thriller'], ['Sci-Fi'], ['Drama, Fantasy, Mystery'], ['Action, Biography, Comedy'], ['Adventure, Drama, Thriller'], ['Action, Biography, Comedy'], ['Drama, Thriller'], ['Crime, Drama, Mystery'], ['Thriller'], ['Crime, Thriller'], ['Horror, Thriller'], ['Action, Biography, Comedy']]",9
Forsaken,"[['Horror'], ['Mystery, Thriller'], ['Adventure, Drama, Sci-Fi'], ['Adventure'], ['Adventure, Drama, Sci-Fi'], ['Fantasy'], ['Action, Drama, Western'], ['Drama, Thriller'], ['Mystery, Thriller'], ['Thriller'], ['Comedy, Thriller']]",9
The Intruder,"[['Crime, Drama, Music'], ['Horror, Thriller'], ['Horror, Thriller'], ['Horror'], ['Horror'], ['Drama, Fantasy, Horror'], ['Horror, Thriller'], ['Drama, Mystery, Romance'], ['Animation, Sci-Fi'], ['Drama, Mystery, Romance'], ['Mystery, Thriller'], ['Drama, Fantasy, Horror'], ['Crime, Drama, Music'], ['Animation, Sci-Fi'], ['Drama, Fantasy, Horror'], ['Drama, War'], ['Horror, Thriller'], ['Horror, Thriller'], ['Drama, Mystery, Romance'], ['Mystery, Thriller'], ['Crime, Drama, Music'], ['Horror, Thriller'], ['Thriller']]",9
Closure,"[['Crime, Drama, Horror'], ['Crime'], ['Crime'], ['Crime, Drama, Horror'], ['Horror, Thriller'], ['Comedy, Romance'], ['Comedy, Drama, Romance'], ['Drama, Romance'], ['Mystery'], ['Action'], ['Crime, Drama, Horror'], ['Thriller'], ['Thriller'], ['Horror, Thriller']]",9
King,"[['Action, Comedy, Crime'], ['Horror, Thriller'], ['History'], ['Action, Romance'], ['Adventure, Comedy, Family'], ['Drama, Family, Sport'], ['Action, Comedy, Crime'], ['Drama, Family, Sport'], ['Adventure, Comedy, Family'], ['Action, Drama, Fantasy'], ['Action, Comedy, Crime'], ['Action'], ['Action, Romance'], ['Action, Drama, Fantasy'], ['Action, Comedy, Crime'], ['Horror, Thriller'], ['Thriller'], ['Thriller']]",9
Second Chance,"[['Crime, Drama, Film-Noir'], ['Crime, Drama, Film-Noir'], ['Action, Crime, Drama'], ['Horror'], ['Comedy, Romance'], ['Drama, Romance, War'], ['Comedy, Family, Romance'], ['Drama, Romance'], ['Crime, Drama, Film-Noir'], ['Crime, Drama, Film-Noir'], ['Comedy, Family, Romance'], ['Drama, Romance, War'], ['Action, Crime, Drama'], ['Action'], ['Crime, Drama, Film-Noir'], ['Action, Crime, Drama'], ['Thriller']]",9
Charlie,"[['Action, Crime, Drama'], ['Crime, Drama'], ['Crime, Thriller'], ['Horror'], ['Adventure, Drama, Romance'], ['Drama, Romance, Thriller'], ['Adventure, Drama, Romance'], ['Sci-Fi'], ['Action, Crime, Drama'], ['Action, Drama'], ['Action'], ['Action'], ['Action'], ['Adventure, Drama, Romance'], ['Crime, Thriller'], ['Drama, Romance, Thriller']]",9
Reckless,"[['Comedy, Crime'], ['Crime, Drama, Mystery'], ['Drama, Horror, Romance'], ['Comedy, Drama, Romance'], ['Comedy, Drama, Musical'], ['Drama, Horror, Romance'], ['Crime, Drama, Mystery'], ['Comedy, Drama, Fantasy'], ['Action, Drama'], ['Action'], ['Action'], ['Thriller'], ['Drama, Horror, Romance'], ['Crime, Drama, Mystery']]",9
Flashback,"[['Action, Adventure, Comedy'], ['Crime, Mystery, Thriller'], ['Horror, Thriller, Mystery'], ['Drama, Family, History'], ['Adventure, Comedy, Romance'], ['Drama, Family, History'], ['Horror, Thriller, Mystery'], ['Crime, Mystery, Thriller'], ['Action, Adventure, Comedy'], ['Adventure, Comedy, Romance'], ['Comedy, Sci-Fi'], ['Adventure, Comedy, Romance'], ['Sci-Fi, Thriller'], ['Drama, War'], ['Drama, War'], ['Action, Adventure, Comedy'], ['Horror, Thriller, Mystery'], ['Sci-Fi, Thriller'], ['Crime, Mystery, Thriller'], ['Thriller']]",9
Reborn,"[['Action, Comedy, Crime'], ['Horror'], ['Action, Drama, History'], ['Action, Drama, Romance'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Sci-Fi, Thriller'], ['Drama, Sci-Fi'], ['Drama, Fantasy, Thriller'], ['Action, Adventure, Fantasy'], ['Action, Drama, Fantasy'], ['Action, Drama, History'], ['Action, Comedy, Crime'], ['Action, Drama, Romance'], ['Action, Adventure, Fantasy'], ['Action, Sci-Fi, Thriller'], ['Action, Drama, Fantasy'], ['Action, Drama, History'], ['Drama, Fantasy, Thriller'], ['Action, Sci-Fi, Thriller']]",9
True Love,"[['Comedy, Crime, Drama'], ['Crime, Drama, Thriller'], ['Crime, Drama, Romance'], ['Comedy, Crime, Drama'], ['Comedy, Romance'], ['Drama, Romance'], ['Romance'], ['Romance'], ['Drama, Romance'], ['Romance'], ['Crime, Drama, Romance'], ['Comedy, Crime, Drama'], ['Comedy, Crime, Drama'], ['Crime, Drama, Thriller'], ['Thriller'], ['Crime, Drama, Romance'], ['Biography, Drama']]",8
Kidnapped,"[['Comedy, Crime, Family'], ['Horror, Thriller'], ['Adventure, Drama, Romance'], ['Action, Adventure, Drama'], ['Comedy, Crime, Family'], ['Adventure, Drama'], ['Action, Adventure, Drama'], ['Adventure, Drama'], ['Adventure, Drama, Romance'], ['Adventure, Drama'], ['Adventure, Drama, Musical'], ['Action, Adventure, Drama'], ['Action'], ['Horror, Thriller'], ['Thriller'], ['Thriller'], ['Thriller'], ['Thriller'], ['Thriller'], ['Adventure, Drama, Musical'], ['Thriller']]",8
Z,"[['Crime, Drama, Thriller'], ['Action, Crime, Horror'], ['Horror, Mystery, Thriller'], ['Action, Horror, Thriller'], ['Action, Crime, Horror'], ['Horror'], ['Horror'], ['Horror, Mystery, Thriller'], ['Action, Adventure, Drama'], ['Adventure, Drama, Thriller'], ['Action, Adventure, Drama'], ['Action, Adventure, Drama'], ['Action, Horror, Thriller'], ['Action, Crime, Horror'], ['Action'], ['Crime, Drama, Thriller'], ['Horror, Mystery, Thriller'], ['Adventure, Drama, Thriller'], ['Action, Horror, Thriller'], ['Action, Crime, Horror']]",8
Joker,"[['Crime, Drama, Thriller'], ['Comedy, Crime'], ['Crime, Mystery, Thriller'], ['Musical, Comedy, Drama'], ['Drama, Comedy, Family'], ['Comedy, Family, Sci-Fi'], ['Drama, Comedy, Family'], ['Crime, Mystery, Thriller'], ['Comedy, Family, Sci-Fi'], ['Action, Thriller'], ['Action'], ['Crime, Drama, Thriller'], ['Comedy, Family, Sci-Fi'], ['Action, Thriller'], ['Crime, Mystery, Thriller']]",8
Michael,"[['Action, Horror, Mystery'], ['Biography, Drama, History'], ['History'], ['Drama, Romance'], ['Action, Horror, Mystery'], ['Comedy, Drama, Fantasy'], ['Action, Drama'], ['Action, Horror, Mystery'], ['Drama, Thriller'], ['Drama, Thriller'], ['Action, Horror, Mystery'], ['Biography, Drama, History'], ['Biography']]",8
Relentless,"[['Crime, Thriller'], ['Horror'], ['Drama, Romance, Western'], ['Drama, Romance, War'], ['Sport'], ['Drama, Romance, War'], ['Action'], ['Action, Thriller'], ['Action'], ['Action'], ['Crime, Thriller'], ['Thriller'], ['Action, Thriller'], ['Thriller'], ['Thriller'], ['Thriller']]",8
Safari,"[['Action, Adventure, Romance'], ['Adventure, Drama, Romance'], ['Adventure'], ['Adventure, Comedy'], ['Action, Adventure, Romance'], ['Adventure, Drama, Romance'], ['Adventure, Comedy, Thriller'], ['Sci-Fi'], ['Action, Adventure, Romance'], ['Action'], ['Thriller'], ['Adventure, Drama, Romance'], ['Adventure, Comedy, Thriller']]",8
Alice in Wonderland,"[['Horror'], ['Drama, Romance'], ['Adventure, Family, Fantasy'], ['Animation, Adventure, Comedy'], ['Adventure, Family, Fantasy'], ['Adventure, Family, Fantasy'], ['Animation, Adventure, Family'], ['Adventure, Family, Fantasy'], ['Family, Fantasy'], ['Animation, Adventure, Comedy'], ['Animation, Adventure, Family'], ['Animation'], ['Adventure, Family, Fantasy'], ['Adventure, Family, Fantasy'], ['Animation, Adventure, Comedy'], ['Adventure, Family, Fantasy'], ['Adventure, Family, Fantasy'], ['Animation, Adventure, Family'], ['Adventure, Family, Fantasy'], ['Adventure, Family, Fantasy'], ['Animation, Adventure, Comedy'], ['Adventure, Family, Fantasy'], ['Adventure, Family, Fantasy'], ['Animation, Adventure, Family'], ['Adventure, Family, Fantasy'], ['Fantasy, Musical'], ['Family, Fantasy']]",8
Nocturne,"[['Crime, Drama, Film-Noir'], ['Drama, Horror, Music'], ['Horror'], ['Horror, Thriller'], ['Drama, Fantasy, Romance'], ['Drama, Music, Romance'], ['Crime, Drama, Film-Noir'], ['Crime, Drama, Film-Noir'], ['Drama, Mystery, Thriller'], ['Sci-Fi'], ['Drama, Fantasy, Romance'], ['Drama, Horror, Music'], ['Horror, Thriller'], ['Drama, Mystery, Thriller']]",8
Daddy,"[['Action, Biography, Crime'], ['Drama, Horror'], ['Horror, Thriller'], ['Drama, Romance'], ['Drama, Family'], ['Drama, Family'], ['Comedy, Drama, Mystery'], ['Adventure'], ['Action, Biography, Crime'], ['Thriller'], ['Horror, Thriller'], ['Thriller'], ['Action, Biography, Crime']]",8
Prism,"[['Action, Crime, Mystery'], ['Comedy, Drama, Romance'], ['Comedy, Fantasy, Romance'], ['Drama, Family, Mystery'], ['Drama, Family, Mystery'], ['Drama, Mystery, Sci-Fi'], ['Action, Crime, Mystery'], ['Comedy, Drama, Romance'], ['Drama, Mystery, Sci-Fi'], ['Sci-Fi'], ['Comedy, Fantasy, Romance'], ['Action'], ['Action, Crime, Mystery'], ['Drama, Mystery, Sci-Fi'], ['Thriller']]",8
The Reckoning,"[['Crime, Drama, Mystery'], ['Crime, Mystery, Thriller'], ['Crime, Drama'], ['Crime, Thriller'], ['Action, Crime, Drama'], ['Crime, Drama'], ['Drama, Horror'], ['Horror'], ['Drama, Horror, Thriller'], ['Crime, Drama, Mystery'], ['Crime, Mystery, Thriller'], ['Action, Crime, Drama'], ['Crime, Mystery, Thriller'], ['Crime, Thriller'], ['Drama, Horror, Thriller']]",8
Sabotage,"[['Action, Crime, Drama'], ['Crime, Thriller'], ['Crime'], ['War'], ['Action, Crime, Drama'], ['Action, Drama, Thriller'], ['Action, Drama'], ['Action'], ['Action, Thriller'], ['Action'], ['Action, Crime, Drama'], ['Crime, Thriller'], ['Action, Drama, Thriller'], ['Action, Thriller']]",8
Remnants,"[['Horror'], ['Horror'], ['Horror, Mystery'], ['Horror, Mystery'], ['Action, Drama, Sci-Fi'], ['Sci-Fi'], ['Action, Sci-Fi'], ['Action, Drama, Sci-Fi'], ['Action'], ['Action, Comedy'], ['Action, Sci-Fi'], ['Thriller']]",8
Stay,"[['Crime, Drama, Romance'], ['Drama, Horror, Thriller'], ['Horror'], ['Crime, Drama, Romance'], ['Romance'], ['Drama, Romance'], ['Drama, Romance'], ['Family'], ['Drama, Mystery, Thriller'], ['Drama, Mystery, Thriller'], ['Drama, Horror, Thriller'], ['Thriller']]",8
Trap,"[['Crime'], ['Action, Crime, Thriller'], ['Horror, Thriller'], ['Adventure, Mystery'], ['Adventure, Mystery'], ['Adventure, Drama'], ['Action, Crime, Thriller'], ['Action'], ['Action, Crime, Thriller'], ['Thriller'], ['Thriller'], ['Horror, Thriller'], ['Drama, Thriller']]",8
The Tunnel,"[['Horror, Mystery, Thriller'], ['Horror'], ['Horror'], ['Horror'], ['Horror'], ['Horror'], ['Family'], ['Horror, Mystery, Thriller'], ['Sci-Fi'], ['War'], ['Action'], ['Horror, Mystery, Thriller'], ['Drama, Thriller'], ['Thriller']]",8
The Reunion,"[['Crime, Horror'], ['Crime, Horror'], ['Horror, Thriller'], ['Comedy, Drama, Romance'], ['Drama, Music, Romance'], ['Drama, Mystery, Thriller'], ['Drama, Mystery, Thriller'], ['Drama, Mystery'], ['Action, Drama'], ['Drama, Mystery, Thriller'], ['Thriller'], ['Drama, Mystery, Thriller'], ['Horror, Thriller']]",8
