movie_name,movie_id,number_different_values
Chimera,"[['tt8107558'], ['tt8676768'], ['tt2374893'], ['tt0062799'], ['tt8107558'], ['tt8107558'], ['tt6230426'], ['tt8107558'], ['tt8107558'], ['tt8676768'], ['tt2374893']]",5
The Twins,"[['tt0464760'], ['tt10098374'], ['tt0177874'], ['tt10098374'], ['tt9468730'], ['tt10098374'], ['tt0357258'], ['tt9468730']]",5
Between Two Worlds,"[['tt6757042'], ['tt4125710'], ['tt1267377'], ['tt0036641'], ['tt0036641'], ['tt23786108'], ['tt1267377'], ['tt0036641'], ['tt0036641'], ['tt6757042']]",5
Captured,"[['tt2400305'], ['tt2025516'], ['tt6712118'], ['tt2400305'], ['tt5181826'], ['tt5568962']]",5
Judy,"[['tt0222078'], ['tt4164244'], ['tt17077164'], ['tt7549996'], ['tt6132196'], ['tt4164244'], ['tt7549996']]",5
Threshold,"[['tt4002210'], ['tt8008938'], ['tt9297478'], ['tt22263454'], ['tt9297478'], ['tt0083197'], ['tt4002210'], ['tt4002210']]",5
Swan Song,"[['tt13207508'], ['tt1907617'], ['tt1496896'], ['tt15006124'], ['tt15006124'], ['tt14940588'], ['tt13207508']]",5
Commando,"[['tt0363525'], ['tt0088944'], ['tt2658126'], ['tt0056221'], ['tt0088944'], ['tt2658126'], ['tt0363525'], ['tt1647353'], ['tt0056221'], ['tt0088944'], ['tt2658126']]",5
Madhouse,"[['tt0071790'], ['tt0093468'], ['tt0071790'], ['tt0363276'], ['tt7976864'], ['tt2515318'], ['tt0071790'], ['tt0071790'], ['tt0363276']]",5
Liverpool vs Chelsea,"[['tt10789936'], ['tt10783258'], ['tt12757746'], ['tt10788454'], ['tt15672210']]",5
Carbon,"[['tt6183834'], ['tt9041820'], ['tt14598840'], ['tt6650364'], ['tt6662586'], ['tt6662586'], ['tt6183834'], ['tt6650364'], ['tt14598840'], ['tt9041820']]",5
Sin,"[['tt0307466'], ['tt13686748'], ['tt13819626'], ['tt6458228'], ['tt9212750'], ['tt13819626'], ['tt0307466'], ['tt13819626'], ['tt6458228']]",5
Dark Web,"[['tt3271820'], ['tt7476416'], ['tt21602722'], ['tt5247042'], ['tt3271820'], ['tt5247042'], ['tt10041170'], ['tt21602722']]",5
The Trust,"[['tt3733774'], ['tt0108401'], ['tt11464022'], ['tt0108401'], ['tt26697171'], ['tt26697171'], ['tt26697171'], ['tt11464022'], ['tt3733774'], ['tt23036468']]",5
Terror,"[['tt5175168'], ['tt0123294'], ['tt0141897'], ['tt8711722'], ['tt5175168'], ['tt5175168'], ['tt3699698']]",5
Totem,"[['tt6672252'], ['tt6791238'], ['tt21620748'], ['tt6791238'], ['tt5390232'], ['tt3438026'], ['tt6791238']]",5
Dark Water,"[['tt0163596'], ['tt0382628'], ['tt0308379'], ['tt7259100'], ['tt2418406'], ['tt0382628'], ['tt0308379'], ['tt0163596'], ['tt0308379'], ['tt0163596']]",5
The Champion,"[['tt11369540'], ['tt0476580'], ['tt0476580'], ['tt6029516'], ['tt0476580'], ['tt0476580'], ['tt5129220'], ['tt7611888'], ['tt5129220'], ['tt11369540']]",5
The Chameleon,"[['tt5277850'], ['tt1359553'], ['tt21613022'], ['tt5277850'], ['tt0200525'], ['tt1942107'], ['tt1359553']]",5
Time,"[['tt0997185'], ['tt1726085'], ['tt0497986'], ['tt0497986'], ['tt14368204'], ['tt7090136'], ['tt0997185'], ['tt0997185']]",5
The Challenge,"[['tt0051530'], ['tt4006206'], ['tt0029982'], ['tt0029982'], ['tt0040224'], ['tt0029982'], ['tt0083726']]",5
Incognito,"[['tt0119365'], ['tt0137021'], ['tt10110572'], ['tt0119365'], ['tt10110572'], ['tt10110572'], ['tt1650046'], ['tt3099554'], ['tt0119365']]",5
Belle,"[['tt2404181'], ['tt0106382'], ['tt13651628'], ['tt13651628'], ['tt13651628'], ['tt13651628'], ['tt13651628'], ['tt13180918'], ['tt4841790'], ['tt2404181']]",5
Jungle Queen,"[['tt2747102'], ['tt0037838'], ['tt0037838'], ['tt12691768'], ['tt0332165'], ['tt0384238'], ['tt0037838']]",5
Breakthrough,"[['tt6657132'], ['tt0078320'], ['tt11006500'], ['tt0042282'], ['tt7083526']]",5
Leicester City vs Liverpool,"[['tt10789954'], ['tt10783406'], ['tt10788396'], ['tt15662634'], ['tt11822974']]",5
Beloved,"[['tt0120603'], ['tt0120603'], ['tt1815799'], ['tt13423436'], ['tt2408404'], ['tt0370337'], ['tt13423436'], ['tt0120603']]",5
In the Shadows,"[['tt13241088'], ['tt21242670'], ['tt7420438'], ['tt2302416'], ['tt0247427']]",5
Silhouette,"[['tt12505884'], ['tt7697924'], ['tt8200742'], ['tt12025872'], ['tt8997246'], ['tt7697924'], ['tt8200742'], ['tt7697924']]",5
The Wind,"[['tt8426594'], ['tt0329768'], ['tt0019585'], ['tt8426594'], ['tt0329768'], ['tt2181642'], ['tt0052359'], ['tt8426594'], ['tt0019585'], ['tt0329768']]",5
Les Misérables,"[['tt0119683'], ['tt10199590'], ['tt0026725'], ['tt0113828'], ['tt1707386'], ['tt0119683'], ['tt0026725'], ['tt10199590']]",5
Steel,"[['tt0120207'], ['tt0081558'], ['tt3588082'], ['tt3588082'], ['tt0120207'], ['tt0081558'], ['tt0120207'], ['tt0120207'], ['tt0120207'], ['tt0081558'], ['tt10642568'], ['tt6391278'], ['tt10642568']]",5
Before the Fall,"[['tt0984155'], ['tt4126434'], ['tt0984155'], ['tt23731248'], ['tt0384369'], ['tt4239814'], ['tt0384369'], ['tt0984155'], ['tt4239814']]",5
The Terror,"[['tt0030846'], ['tt0008664'], ['tt0057569'], ['tt0019456'], ['tt19298350'], ['tt0019456'], ['tt0030846'], ['tt0057569'], ['tt0019456']]",5
Terminus,"[['tt10020566'], ['tt3399896'], ['tt0092070'], ['tt0092070'], ['tt2910146'], ['tt10020566'], ['tt4985526']]",5
In the Flesh,"[['tt0129157'], ['tt15857280'], ['tt2126315'], ['tt6262106'], ['tt6262106'], ['tt0124186']]",5
Kick,"[['tt2372222'], ['tt1579592'], ['tt2402127'], ['tt22069414'], ['tt10919066'], ['tt22069414'], ['tt2372222'], ['tt1579592'], ['tt22069414'], ['tt2372222'], ['tt2402127']]",5
Chocolate,"[['tt1129411'], ['tt2022353'], ['tt7719186'], ['tt7719186'], ['tt1183252'], ['tt6134214']]",5
Story,"[['tt23551708'], ['tt21968624'], ['tt20871470'], ['tt21435202'], ['tt18246338']]",5
Breaking News,"[['tt0414931'], ['tt5650392'], ['tt3528798'], ['tt0414931'], ['tt1792038'], ['tt3734180']]",5
Surveillance,"[['tt0409345'], ['tt0473398'], ['tt0261336'], ['tt0330949'], ['tt0409345'], ['tt0261336'], ['tt0409345'], ['tt0473398'], ['tt7874212'], ['tt0330949']]",5
Taxi Driver,"[['tt0075314'], ['tt0047561'], ['tt0230859'], ['tt0418229'], ['tt0187542'], ['tt0418229'], ['tt0418229']]",5
Breakdown,"[['tt0118771'], ['tt3381610'], ['tt0044445'], ['tt3899930'], ['tt0044445'], ['tt0118771'], ['tt0044445'], ['tt3381610'], ['tt1797536'], ['tt0118771'], ['tt3899930']]",5
Silent Scream,"[['tt0100619'], ['tt0778842'], ['tt0481610'], ['tt0778842'], ['tt2564998'], ['tt2801206'], ['tt0100619']]",5
The Search,"[['tt5725178'], ['tt22245456'], ['tt8922800'], ['tt22245456'], ['tt8922800'], ['tt0040765'], ['tt2177827'], ['tt5725178']]",5
Breach,"[['tt0401997'], ['tt7594622'], ['tt9820556'], ['tt0401997'], ['tt9820556'], ['tt9820556'], ['tt7594622'], ['tt7874960'], ['tt0401997'], ['tt22335730'], ['tt0401997']]",5
Dark Side,"[['tt5174850'], ['tt22871472'], ['tt4487408'], ['tt20286364'], ['tt20286364'], ['tt0290555'], ['tt5174850']]",5
Chinatown,"[['tt14445084'], ['tt14445084'], ['tt0071315'], ['tt1439531'], ['tt9238044'], ['tt5509032'], ['tt14445084'], ['tt0071315'], ['tt14445084']]",5
Sinbad,"[['tt0067815'], ['tt1341809'], ['tt6172508'], ['tt10712412'], ['tt6172508'], ['tt1341809'], ['tt6172508'], ['tt9185242']]",5
Dark Corners,"[['tt11435226'], ['tt0485376'], ['tt2113623'], ['tt0485376'], ['tt0485376'], ['tt8391548'], ['tt1290395'], ['tt2113623']]",5
The Shadow Man,"[['tt0046301'], ['tt4363990'], ['tt14225684'], ['tt13468224'], ['tt3859114'], ['tt3859114'], ['tt4363990'], ['tt3859114']]",5
Misfortune,"[['tt3731176'], ['tt6814624'], ['tt22796380'], ['tt3731176'], ['tt6814624'], ['tt15731680'], ['tt15746424']]",5
Best Friends,"[['tt0083641'], ['tt23218200'], ['tt15721790'], ['tt3391582'], ['tt23624442']]",5
The Carrier,"[['tt3163224'], ['tt0094837'], ['tt6976030'], ['tt3268032'], ['tt3163224'], ['tt6263632'], ['tt3268032'], ['tt3163224'], ['tt3163224'], ['tt0094837']]",5
The Tape,"[['tt7230872'], ['tt5980022'], ['tt8319436'], ['tt8319436'], ['tt8896794'], ['tt15397520']]",5
Touched,"[['tt0425548'], ['tt0086460'], ['tt0170568'], ['tt7271868'], ['tt15567836']]",5
Besties,"[['tt18115122'], ['tt10945316'], ['tt15829910'], ['tt1843110'], ['tt8259064']]",5
Time to Kill,"[['tt0035443'], ['tt2630272'], ['tt2357448'], ['tt0035443'], ['tt0035443'], ['tt3477526'], ['tt3477526'], ['tt0100762'], ['tt2630272'], ['tt3477526'], ['tt2630272']]",5
Conquest,"[['tt0088082'], ['tt0085356'], ['tt0028739'], ['tt20201868'], ['tt4119122'], ['tt0028739'], ['tt0028739'], ['tt0085356'], ['tt0085356'], ['tt0085356'], ['tt4119122'], ['tt0088082']]",5
The Ascent,"[['tt2630742'], ['tt1993411'], ['tt0109157'], ['tt0075404'], ['tt0109157'], ['tt1303680'], ['tt1303680'], ['tt2630742'], ['tt1993411']]",5
Mirrors,"[['tt0790686'], ['tt0076365'], ['tt23468748'], ['tt4479162'], ['tt0790686'], ['tt7883448'], ['tt0076365'], ['tt7883448'], ['tt4479162']]",5
Specter,"[['tt2330380'], ['tt7546382'], ['tt3547634'], ['tt1867059'], ['tt4789150'], ['tt2330380'], ['tt1867059'], ['tt4789150'], ['tt2330380']]",5
Consequences,"[['tt3176134'], ['tt3793390'], ['tt3341642'], ['tt3793390'], ['tt3176134'], ['tt0936466'], ['tt7527880'], ['tt3341642']]",5
Branded,"[['tt0011995'], ['tt2960462'], ['tt0042279'], ['tt5000924'], ['tt0042279'], ['tt1368440'], ['tt1368440'], ['tt0042279'], ['tt1368440']]",5
The Target,"[['tt2091990'], ['tt3113022'], ['tt3634940'], ['tt9842918'], ['tt2382915'], ['tt3634940'], ['tt3113022'], ['tt2382915']]",5
The Set Up,"[['tt10397734'], ['tt14844746'], ['tt5489010'], ['tt5262800'], ['tt8203114'], ['tt5489010']]",5
Suspension,"[['tt3625952'], ['tt0989760'], ['tt0989760'], ['tt6469528'], ['tt0989760'], ['tt3625952'], ['tt6469528'], ['tt0989760'], ['tt9336494'], ['tt20447318']]",5
The Wolf,"[['tt0086585'], ['tt13763684'], ['tt4526342'], ['tt26697749'], ['tt13763684'], ['tt22867674'], ['tt13763684'], ['tt22867674']]",5
The Tempest,"[['tt0023535'], ['tt1274300'], ['tt1225301'], ['tt1274300'], ['tt0081613'], ['tt21383674']]",5
The Wizard of Oz,"[['tt21329902'], ['tt0032138'], ['tt0016544'], ['tt0084458'], ['tt0084458'], ['tt0032138'], ['tt0016544'], ['tt0084458'], ['tt0032138'], ['tt14928512'], ['tt0016544'], ['tt0084458']]",5
The Cellar,"[['tt8507530'], ['tt14550642'], ['tt0099235'], ['tt4068632'], ['tt1105281'], ['tt14550642'], ['tt8507530'], ['tt1105281']]",5
Sinkhole,"[['tt12804336'], ['tt12664618'], ['tt0384538'], ['tt11368040'], ['tt7530990']]",5
Beneath,"[['tt2325518'], ['tt2991296'], ['tt0467167'], ['tt2943556'], ['tt2991296'], ['tt0467167'], ['tt2943556'], ['tt2991296'], ['tt2325518'], ['tt10814958'], ['tt2325518'], ['tt2991296'], ['tt0467167'], ['tt10814958'], ['tt2943556']]",5
Tattoo,"[['tt0286204'], ['tt0084772'], ['tt0288069'], ['tt0083178'], ['tt0286204'], ['tt13657144'], ['tt0084772'], ['tt0288069'], ['tt0083178'], ['tt0286204']]",5
Spell,"[['tt10736580'], ['tt3904952'], ['tt2760782'], ['tt2760782'], ['tt10736580'], ['tt6398496'], ['tt4032248']]",5
Jungle,"[['tt0251756'], ['tt15710826'], ['tt3758172'], ['tt0251756'], ['tt3758172'], ['tt0251756'], ['tt11730808'], ['tt1042513'], ['tt3758172'], ['tt0251756'], ['tt3758172']]",5
The Assistant,"[['tt16997558'], ['tt0118648'], ['tt0118648'], ['tt16997558'], ['tt16997558'], ['tt14521830'], ['tt12838350'], ['tt4205320']]",5
The Assignment,"[['tt5034474'], ['tt0118647'], ['tt2217048'], ['tt1239216'], ['tt5034474'], ['tt0118647'], ['tt5034474'], ['tt0118647'], ['tt0076861']]",5
The Cat,"[['tt0105796'], ['tt1935094'], ['tt6344648'], ['tt1935094'], ['tt0060221'], ['tt0105796'], ['tt6344648'], ['tt0105796'], ['tt10775330'], ['tt6344648']]",5
Toxic,"[['tt20227844'], ['tt12182184'], ['tt24165468'], ['tt0453560'], ['tt20227844'], ['tt19875110']]",5
Carmilla,"[['tt0449495'], ['tt0167071'], ['tt5918816'], ['tt7280218'], ['tt7280218'], ['tt1736556']]",5
The Turning Point,"[['tt0045267'], ['tt14140844'], ['tt0076843'], ['tt0045267'], ['tt0037426'], ['tt8819448'], ['tt0045267']]",5
Insanity,"[['tt11681712'], ['tt0106565'], ['tt4305562'], ['tt1738354'], ['tt4305562'], ['tt0106565'], ['tt2070703'], ['tt1738354']]",5
Sleeping Dogs,"[['tt6658268'], ['tt0120145'], ['tt6658268'], ['tt0076725'], ['tt8542964'], ['tt0076725'], ['tt2140405']]",5
Clean,"[['tt10023022'], ['tt21441744'], ['tt6619196'], ['tt0388838'], ['tt10023022'], ['tt10023022'], ['tt0396960'], ['tt6619196']]",5
Cold Sweat,"[['tt0066970'], ['tt1668212'], ['tt0106586'], ['tt14407298'], ['tt0066970'], ['tt0106586'], ['tt0066970'], ['tt1668212'], ['tt14407298'], ['tt7345912']]",5
Lake House,"[['tt6414210'], ['tt8656774'], ['tt6414210'], ['tt16983176'], ['tt8910322'], ['tt3681132']]",5
Meat,"[['tt16113974'], ['tt3106912'], ['tt6905522'], ['tt1709836'], ['tt1709836'], ['tt1592139'], ['tt1709836']]",5
Tamara,"[['tt0126691'], ['tt0401815'], ['tt5197068'], ['tt5211596'], ['tt0401815'], ['tt1042386'], ['tt0401815']]",5
Kundan,"[['tt0048271'], ['tt17499102'], ['tt0364466'], ['tt2221990'], ['tt4319556'], ['tt17499102']]",5
Sultan,"[['tt0264051'], ['tt1359440'], ['tt1575688'], ['tt4832640'], ['tt4832640'], ['tt11502940']]",5
The Affair,"[['tt0112306'], ['tt0202415'], ['tt3449500'], ['tt1896755'], ['tt6173136'], ['tt3449500']]",5
Transmission,"[['tt16200092'], ['tt1537981'], ['tt1720622'], ['tt1537981'], ['tt5680246'], ['tt1707276'], ['tt5680246']]",5
Charade,"[['tt0056923'], ['tt6064006'], ['tt21611882'], ['tt0056923'], ['tt0045620'], ['tt6064006'], ['tt10553270'], ['tt0056923']]",5
Convergence,"[['tt0144146'], ['tt5512482'], ['tt3148552'], ['tt21960612'], ['tt3148552'], ['tt0144146'], ['tt2275607']]",5
The Advocate,"[['tt0107146'], ['tt2273575'], ['tt0107146'], ['tt2273575'], ['tt2273575'], ['tt14407498'], ['tt1274635'], ['tt2876506']]",5
Little Monsters,"[['tt2189714'], ['tt7390588'], ['tt2189714'], ['tt14521146'], ['tt0097758'], ['tt0097758'], ['tt7390588'], ['tt0097758'], ['tt12708536'], ['tt2189714']]",5
The Boxer,"[['tt0067914'], ['tt0118760'], ['tt0118760'], ['tt1198189'], ['tt3905100'], ['tt1198189'], ['tt0067914'], ['tt11347548']]",5
Creatures,"[['tt11252490'], ['tt4294304'], ['tt10263528'], ['tt5441134'], ['tt11252490'], ['tt4211766'], ['tt4294304'], ['tt11252490'], ['tt10263528'], ['tt4294304']]",5
Ludo,"[['tt7212754'], ['tt3724898'], ['tt3707316'], ['tt5178354'], ['tt3707316'], ['tt3724898'], ['tt5178354'], ['tt7212754'], ['tt3724898'], ['tt5178354'], ['tt3725126']]",5
Lorna Doone,"[['tt0043756'], ['tt0013332'], ['tt0026649'], ['tt0127667'], ['tt0368846'], ['tt0043756'], ['tt0026649'], ['tt0127667']]",5
Trio,"[['tt0471369'], ['tt0378912'], ['tt16550110'], ['tt17527718'], ['tt0042752'], ['tt16550110']]",5
Striker,"[['tt1573482'], ['tt5802782'], ['tt1573482'], ['tt0094060'], ['tt9737984'], ['tt9179244']]",5
Collide,"[['tt2126235'], ['tt2126235'], ['tt16449394'], ['tt1230120'], ['tt10761826'], ['tt17527124'], ['tt2126235']]",5
Loafer,"[['tt0156745'], ['tt0116898'], ['tt5277266'], ['tt7180742'], ['tt0116898'], ['tt1817715'], ['tt0156745']]",5
Mara,"[['tt1773753'], ['tt1773753'], ['tt1596745'], ['tt0155857'], ['tt1773753'], ['tt1596745'], ['tt23827844'], ['tt1773753'], ['tt1596745'], ['tt5368756']]",5
Cypher,"[['tt10179154'], ['tt0284978'], ['tt0284978'], ['tt4755454'], ['tt9767770'], ['tt9764576'], ['tt0284978'], ['tt10179154']]",5
Birthright,"[['tt6772868'], ['tt7942848'], ['tt1733280'], ['tt4266934'], ['tt21110646']]",5
Love Is Love,"[['tt0010397'], ['tt0100902'], ['tt11511108'], ['tt16155970'], ['tt9689922'], ['tt9689922']]",5
The Watchers,"[['tt2356526'], ['tt26736843'], ['tt2356526'], ['tt26736843'], ['tt10783006'], ['tt6367594'], ['tt2356526'], ['tt3243298'], ['tt10783006'], ['tt26736843']]",5
The Tower,"[['tt1337715'], ['tt5847768'], ['tt0907871'], ['tt1337715'], ['tt0907871'], ['tt2554270'], ['tt3827668'], ['tt2554270']]",5
Thou Shalt Not Kill,"[['tt3165238'], ['tt0033156'], ['tt0033156'], ['tt3165238'], ['tt0374280'], ['tt0055244'], ['tt6551464']]",5
Inversion,"[['tt3739090'], ['tt14733158'], ['tt2417096'], ['tt5021332'], ['tt1525829']]",5
Born to Be Wild,"[['tt0114423'], ['tt0113533'], ['tt2761510'], ['tt0113533'], ['tt5629446'], ['tt0029939'], ['tt0114423']]",5
Cycle,"[['tt0791296'], ['tt13555396'], ['tt2251275'], ['tt2251275'], ['tt2251275'], ['tt0374594'], ['tt2251275'], ['tt1343080'], ['tt0791296']]",5
Trance,"[['tt1924429'], ['tt1111235'], ['tt0120870'], ['tt1924429'], ['tt14986610'], ['tt0120870'], ['tt14986610'], ['tt1924429'], ['tt6720802'], ['tt0120870']]",5
Jericho,"[['tt0285242'], ['tt0095394'], ['tt0037830'], ['tt7445206'], ['tt3345800']]",5
Jenny,"[['tt0064510'], ['tt3232456'], ['tt0051796'], ['tt0300049'], ['tt8400664'], ['tt0300049'], ['tt0051796']]",5
Ten Little Indians,"[['tt0061075'], ['tt0098454'], ['tt0092879'], ['tt2342329'], ['tt0061075'], ['tt0098454'], ['tt0092879'], ['tt2342329'], ['tt7236484'], ['tt0061075'], ['tt0098454'], ['tt0092879']]",5
Cyanide,"[['tt16606516'], ['tt12603792'], ['tt2511496'], ['tt2325611'], ['tt5479700'], ['tt12603792'], ['tt2511496'], ['tt5479700']]",5
Blind Justice,"[['tt0005529'], ['tt0024898'], ['tt23839012'], ['tt0005529'], ['tt0005529'], ['tt0094759'], ['tt0005529'], ['tt0024898'], ['tt2617088']]",5
Jai Hind,"[['tt3694304'], ['tt0286728'], ['tt0286728'], ['tt8180710'], ['tt10773136'], ['tt21792428']]",5
Cheetah,"[['tt0097053'], ['tt15073474'], ['tt0097053'], ['tt15073474'], ['tt0440199'], ['tt8415286'], ['tt0793608']]",5
Ishq,"[['tt0133024'], ['tt2265381'], ['tt9448332'], ['tt8581964'], ['tt0133024'], ['tt8581964'], ['tt9448332'], ['tt16119290']]",5
Mastermind,"[['tt11968836'], ['tt4709132'], ['tt1144040'], ['tt0074877'], ['tt11968836'], ['tt1706686'], ['tt4709132']]",5
Marry Me,"[['tt10223460'], ['tt0226708'], ['tt0041641'], ['tt0138595'], ['tt2788228']]",5
Killers,"[['tt2409300'], ['tt0367931'], ['tt2409300'], ['tt0256858'], ['tt0116771'], ['tt1103153'], ['tt0256858'], ['tt1103153'], ['tt2409300'], ['tt0116771'], ['tt1103153'], ['tt2409300'], ['tt0256858'], ['tt0116771']]",5
Jackie,"[['tt2180419'], ['tt0012328'], ['tt0155769'], ['tt1757772'], ['tt1619029']]",5
Broken Hearts,"[['tt0250994'], ['tt1672613'], ['tt1672613'], ['tt1744837'], ['tt0250994'], ['tt0208392'], ['tt0208392'], ['tt2215424']]",5
The Black Room,"[['tt5431600'], ['tt0026123'], ['tt0086971'], ['tt8633670'], ['tt18952438'], ['tt0086971']]",5
Masquerade,"[['tt0059433'], ['tt11448490'], ['tt2290840'], ['tt0095599'], ['tt11448490'], ['tt0411634'], ['tt0059433'], ['tt0411634'], ['tt11448490'], ['tt0095599']]",5
Submission,"[['tt5270732'], ['tt2707810'], ['tt4824256'], ['tt0076668'], ['tt3348154']]",5
Kindred,"[['tt9742392'], ['tt9742392'], ['tt8512286'], ['tt8512286'], ['tt8512286'], ['tt9742392'], ['tt21329410'], ['tt7875440'], ['tt1850377']]",5
The Void,"[['tt4255304'], ['tt6267458'], ['tt12076848'], ['tt4255304'], ['tt4255304'], ['tt15714630'], ['tt3704076'], ['tt3704076'], ['tt4255304']]",5
Cold Feet,"[['tt0097076'], ['tt11045972'], ['tt1148201'], ['tt0831925'], ['tt0211316'], ['tt1148201']]",5
Killing Time,"[['tt0140312'], ['tt2354139'], ['tt1675168'], ['tt2148430'], ['tt0140312'], ['tt7525662'], ['tt0140312'], ['tt2354139']]",5
Black Rose,"[['tt3266724'], ['tt14664770'], ['tt7612158'], ['tt3266724'], ['tt13149544'], ['tt11841830']]",5
Kin,"[['tt13974104'], ['tt11488800'], ['tt2024446'], ['tt0183356'], ['tt6017942'], ['tt6017942'], ['tt0183356'], ['tt6017942']]",5
Lost in Love,"[['tt0460892'], ['tt1236958'], ['tt25275110'], ['tt20159254'], ['tt6466938']]",5
Submerged,"[['tt1797498'], ['tt6442974'], ['tt1797498'], ['tt22335468'], ['tt3236976'], ['tt0218641'], ['tt3236976'], ['tt1797498']]",5
The Spider,"[['tt0038110'], ['tt0022421'], ['tt0033089'], ['tt0051570'], ['tt0022421'], ['tt0038110'], ['tt0051570'], ['tt0038110'], ['tt0022421'], ['tt0051570'], ['tt11273058'], ['tt0022421'], ['tt0051570'], ['tt11273058']]",5
The Spell,"[['tt1270789'], ['tt9036860'], ['tt0096242'], ['tt0096242'], ['tt0764892'], ['tt15666034'], ['tt0096242']]",5
Lullaby,"[['tt11891246'], ['tt3682708'], ['tt4546372'], ['tt3323908'], ['tt1010418']]",5
Treason,"[['tt21862064'], ['tt0024694'], ['tt7358922'], ['tt0024694'], ['tt0008694'], ['tt21862064'], ['tt0024694'], ['tt6560916']]",5
Killer Instinct,"[['tt0102208'], ['tt0246000'], ['tt0100533'], ['tt22092728'], ['tt0102208'], ['tt0100533'], ['tt0246000'], ['tt24058660']]",5
Sugar,"[['tt12402658'], ['tt0374252'], ['tt0990413'], ['tt0436805'], ['tt6118344']]",5
Love Birds,"[['tt1636539'], ['tt23220186'], ['tt0353675'], ['tt0024271'], ['tt2162698'], ['tt0024271']]",5
Tempest,"[['tt0052280'], ['tt0084776'], ['tt0019451'], ['tt0052280'], ['tt1743362'], ['tt1743362'], ['tt0084776'], ['tt2785846']]",5
Borderland,"[['tt0452592'], ['tt6082974'], ['tt0452592'], ['tt0012965'], ['tt6082974'], ['tt2776996'], ['tt0452592'], ['tt12164568'], ['tt6082974'], ['tt2776996']]",5
Maa,"[['tt0267695'], ['tt0276309'], ['tt15340798'], ['tt0405125'], ['tt0246766']]",5
Stage Fright,"[['tt2190838'], ['tt0081233'], ['tt0406235'], ['tt0042994'], ['tt0042994'], ['tt2190838'], ['tt6381664'], ['tt0042994'], ['tt0081233'], ['tt0406235']]",5
The Bodyguard,"[['tt0103855'], ['tt19801640'], ['tt0087315'], ['tt0087315'], ['tt0103855'], ['tt0450996'], ['tt19801640'], ['tt0171819'], ['tt0103855'], ['tt19801640'], ['tt0087315']]",5
Border,"[['tt5501104'], ['tt0118751'], ['tt5501104'], ['tt5501104'], ['tt5501104'], ['tt0118751'], ['tt1116799'], ['tt0118751'], ['tt16058966'], ['tt1116799'], ['tt1116821'], ['tt5501104'], ['tt0118751']]",5
Marlene,"[['tt12762096'], ['tt9142454'], ['tt12762096'], ['tt4479696'], ['tt4479696'], ['tt9142454'], ['tt12762096'], ['tt0192295'], ['tt7171356']]",5
Blackbird,"[['tt19719676'], ['tt22818556'], ['tt10643790'], ['tt8246646'], ['tt8246646'], ['tt8246646'], ['tt2920810']]",5
Snowbound,"[['tt0040808'], ['tt6241768'], ['tt6241768'], ['tt0274861'], ['tt0040808'], ['tt14642744'], ['tt0274861'], ['tt4551298'], ['tt0274861'], ['tt0040808']]",5
Trick,"[['tt5644624'], ['tt9177040'], ['tt6088560'], ['tt0162710'], ['tt1617207']]",5
Thin Ice,"[['tt1512240'], ['tt21607628'], ['tt4084970'], ['tt0029659'], ['tt0111413'], ['tt0111413'], ['tt4084970']]",5
It's Complicated,"[['tt1230414'], ['tt3202408'], ['tt18284358'], ['tt8939156'], ['tt8939156'], ['tt2235567'], ['tt8939156'], ['tt2235567']]",5
Cyrano de Bergerac,"[['tt0099334'], ['tt0099334'], ['tt0042367'], ['tt0160166'], ['tt0182028'], ['tt1329126'], ['tt0042367'], ['tt0099334'], ['tt0160166']]",5
Chance,"[['tt0144821'], ['tt1992105'], ['tt7915464'], ['tt3364946'], ['tt3364946'], ['tt0144821'], ['tt5847416'], ['tt1992105']]",5
The Betrayal,"[['tt0050186'], ['tt0050186'], ['tt0438799'], ['tt0317149'], ['tt0123028'], ['tt0186869']]",5
Blood Orange,"[['tt13200402'], ['tt7452198'], ['tt4145108'], ['tt1710953'], ['tt19119640']]",5
Metropolis,"[['tt4387770'], ['tt14049158'], ['tt0293416'], ['tt0293416'], ['tt0017136'], ['tt0293416'], ['tt14570966'], ['tt4387770']]",5
Kitty,"[['tt0037849'], ['tt0037849'], ['tt0020063'], ['tt13222038'], ['tt13222038'], ['tt12700772'], ['tt12422976']]",5
Coming Soon,"[['tt10371066'], ['tt1307057'], ['tt0150176'], ['tt3698408'], ['tt10371066'], ['tt0810806'], ['tt1307057']]",5
Tunnel,"[['tt4178118'], ['tt0292286'], ['tt8227944'], ['tt5910280'], ['tt10934398']]",5
Stone,"[['tt0072209'], ['tt2156825'], ['tt0072209'], ['tt0072209'], ['tt2355884'], ['tt0072209'], ['tt2355884'], ['tt1423995'], ['tt2156825'], ['tt4419052']]",5
Brothers in Arms,"[['tt0372808'], ['tt1440734'], ['tt5084334'], ['tt6445236'], ['tt0096986']]",5
Click,"[['tt1596723'], ['tt0389860'], ['tt0293038'], ['tt0293038'], ['tt1596723'], ['tt0389860'], ['tt18989976'], ['tt18989976'], ['tt1596723'], ['tt9178318']]",5
Cops and Robbers,"[['tt0069919'], ['tt0079048'], ['tt15464654'], ['tt15464654'], ['tt4717208'], ['tt15464654'], ['tt4717208'], ['tt19889712'], ['tt15464654']]",5
Soulless,"[['tt3468476'], ['tt9522812'], ['tt5065604'], ['tt8421156'], ['tt6589898']]",5
